
Simple,16384.000000,0.250000,4.000000,532871.052200,7636.476000,953.367800,684.483400,7.242188,7.000000,7.000000
Double,16384.000000,0.250000,4.000000,7180097.637400,118048.311800,15427.998200,4151696.060600,3.515625,3.515625,256.000000,7203.000000
Simple,16384.000000,1.000000,16.000000,2120913.111600,8335.412600,3684.582000,2150.788800,16.093750,12.000000,16.000000
Double,16384.000000,1.000000,16.000000,28666467.260200,118846.149800,35390.891000,16508101.763200,14.062500,14.062500,256.000000,28814.000000
Simple,16384.000000,4.000000,64.000000,8665033.317400,11870.480000,15368.468600,4516.704000,38.589844,21.000000,38.000000
Double,16384.000000,4.000000,64.000000,110745359.343800,126807.404800,104067.577600,70927600.353200,56.218750,56.218750,256.000000,115192.000000
Simple,16384.000000,8.000000,128.000000,19798048.147000,15679.539400,24856.592800,9738.562200,51.445312,32.000000,51.000000
Simple,16384.000000,4.000000,64.000000,8717021.968800,11040.216000,12146.290000,4604.104600,38.589844,21.000000,38.000000
Double,16384.000000,4.000000,64.000000,111674270.431200,125151.106600,105547.782000,69062326.187000,56.218750,56.218750,256.000000,115192.000000
Simple,16384.000000,8.000000,128.000000,19865291.281400,15291.896600,27583.081600,9593.015000,51.445312,32.000000,51.000000
Simple,16384.000000,8.000000,128.000000,20720787.720000,15741.507600,26061.569800,9986.814000,51.445312,32.000000,51.000000
